"","logFC.trtF","logFC.trtL","logFC.trtS","logCPM","LR","PValue","FDR"
"oases6_k43_Locus_40213_Transcript_2_1",3.85243458288334,5.48047555771154,3.39123455236624,4.85725494854895,33.8701225422496,2.11029026191937e-07,3.64706290176103e-06
"oases3_k25_Locus_54777_Transcript_1_1",6.42071714115937,2.36274242319983,2.25362541697157,0.064566806773518,33.8650138735979,2.11553665618984e-07,3.65440771514131e-06
"oases3_k25_Locus_19031_Transcript_1_1",2.07579704141637,-2.94102196260199,0.00216272858842921,4.34999982209203,33.8591166608131,2.12160904662664e-07,3.66317177810447e-06
"oases3_CL188Contig4_1",-2.63847401373323,-4.27096614661451,-2.26374150993208,7.21820642548716,33.8005498413506,2.18286823918037e-07,3.76716832637467e-06
"oases2_CL1932Contig1_1",-2.67901242115113,-4.90256707027936,-3.38266831344277,2.089440835941,33.7942047110274,2.18961018187058e-07,3.77529980769454e-06
"TRINITY_DN37605_c1_g1_i5",-3.35557471780206,-8.75504487100117,-2.69313718698328,3.17182860645961,33.794177736952,2.18963888718302e-07,3.77529980769454e-06
"oases3_k37_Locus_14535_Transcript_5_1",-3.27284016314322,-10.4125252325148,-2.47023152889876,1.96407103563374,33.7628320296425,2.22325158647946e-07,3.83145232288351e-06
"oases3_k43_Locus_19900_Transcript_1_1",3.52084983970251,3.94875099894419,1.32821395886771,4.69528049334398,33.7612432484467,2.22496892206915e-07,3.83261086327111e-06
"oases6_k43_Locus_31273_Transcript_2_1",1.89994825963586,-1.06537887648063,-0.586944804331105,5.46190352011208,33.75883642389,2.22757301509678e-07,3.83529507899738e-06
"oases3_k31_Locus_7264_Transcript_4_1",-3.3286873897883,-7.59283748952469,-0.0580188147146445,3.59225639859311,33.7566266012364,2.22996663879833e-07,3.83761457271944e-06
"oases3_k37_Locus_17126_Transcript_21_1",5.01623765979078,-1.07798724122663,0.722218864047886,1.15341384077091,33.7494285848902,2.2377811652633e-07,3.84925650439498e-06
"oases3_k25_Locus_53291_Transcript_1_1",5.93355581328059,0.65992228755827,2.5487717176118,-0.290721396396056,33.7463613209956,2.2411194418435e-07,3.85319143416439e-06
"oases3_k25_Locus_52613_Transcript_3_1",5.10529306009342,5.40634604746483,3.58739878595114,3.9501226887259,33.7247175396391,2.26481733383649e-07,3.89211087552884e-06
"oases3_k25_Locus_7560_Transcript_2_1",-2.3968430054094,-1.42423104459303,2.36884426538943,2.9353993153768,33.7213215532697,2.26855825563234e-07,3.89671367254356e-06
"oases2_k37_Locus_6493_Transcript_3_1",2.16050180762295,3.41352113568534,2.08930598664242,4.76151369685008,33.7179283886788,2.27230223011914e-07,3.9013174009906e-06
"oases6_k43_Locus_7461_Transcript_15_1",0.551831215344121,-4.09799076624671,0.223113857079608,4.63654340039782,33.6950243390602,2.29773612690298e-07,3.942439075185e-06
"oases2_k25_Locus_2199_Transcript_5_1",-2.54556624049973,-3.28026806420404,-0.61286913533668,8.62574740586566,33.6944268621757,2.29840338743641e-07,3.942439075185e-06
"oases3_k49_Locus_4_Transcript_5_1",-1.8652674278813,-2.97079389685618,-1.33659659477003,6.69008178481307,33.6829601169033,2.31124696555479e-07,3.96261617427726e-06
"TRINITY_DN28624_c0_g1_i3",4.01517241796236,2.00459545506741,-2.90603967222229,-0.656416578769689,33.6607971078608,2.33627455446476e-07,4.00365405307879e-06
"oases3_k31_Locus_10374_Transcript_5_1",-3.71611405877619,-2.68666353132969,0.824449512415138,2.42749137634919,33.6577693205032,2.33971462561704e-07,4.00767652803614e-06
"oases3_CL1Contig95_1",-2.78425805696018,-3.45395093238731,-2.28060123314599,4.65980126382237,33.6565663933962,2.3410827545564e-07,4.0081478925232e-06
"oases3_CL8Contig21_4",-2.40228602723821,-3.21795262553835,-1.87426811226008,6.35683689262427,33.6392384125026,2.36087928717602e-07,4.03988388218638e-06
"oases6_k43_Locus_60576_Transcript_1_1",2.08504419076864,-4.64279320195393,-5.39122379301197,-0.548070099028189,33.637679843601,2.36266806144901e-07,4.03988388218638e-06
"oases6_CL4550Contig1_1",-8.62857458312977,-4.33914522707473,1.54106223176195,2.15957080583495,33.6367920357934,2.36368760598705e-07,4.03988388218638e-06
"oases6_CL14937Contig1_1",2.68615077355913,3.56792497362036,2.31979933063089,5.01533675187956,33.6364978633131,2.36402552591061e-07,4.03988388218638e-06
"oases6_CL7767Contig1_1",-2.02574866399327,-5.71977818327883,-3.543927336563,3.77623166823556,33.6302254883869,2.37124217669246e-07,4.05032903334152e-06
"oases6_k49_Locus_17998_Transcript_1_2",-2.24564146719338,-1.0564840878249,5.87070036111984,-0.209379034255388,33.6215488640445,2.38126129331046e-07,4.06554913452395e-06
"oases6_k49_Locus_23396_Transcript_1_1",3.7847563968177,3.05859430855533,2.42215487665619,5.23598750914487,33.6033567773487,2.40240556355198e-07,4.09974030861525e-06
"oases6_k43_Locus_5956_Transcript_4_1",-1.26851659771975,-3.53144811440298,-1.32260143781177,6.52200143253104,33.5727384040536,2.43841668787047e-07,4.15925838112901e-06
"oases2_k43_Locus_2797_Transcript_1_1",-2.75838487562249,-3.45201028675953,-2.28166677427463,3.07733764205209,33.568653793119,2.44326127723055e-07,4.16558441747447e-06
"oases3_k25_Locus_3261_Transcript_1_1",-4.58691431222007,-4.01779313530495,-0.209047287058134,4.86404020696132,33.5574465252255,2.45660316625393e-07,4.18455504615046e-06
"oases3_k49_Locus_32233_Transcript_1_1",1.63754609669318,-1.28776838138633,-0.210483107489478,0.017028499828987,33.5573902809616,2.45667030631853e-07,4.18455504615046e-06
"oases3_CL60Contig7_2",-1.70015889446475,-3.11802317890977,-2.2858260052032,6.00852119044804,33.5540773192756,2.46062829805593e-07,4.1893510480318e-06
"oases2_CL3715Contig1_2",-0.876945233503298,-6.53281315375669,-2.2749641629993,3.94184484044817,33.5308770861685,2.48852455209916e-07,4.23487985610823e-06
"oases3_k43_Locus_42_Transcript_3705_9",-3.36230112422717,-3.57374324657927,-2.50042708852887,3.93735944357422,33.5195518785607,2.50225658193271e-07,4.25627345219009e-06
"oases3_CL5944Contig1_1",5.69515752958784,1.10015787237495,3.28894251011321,0.00541542082860438,33.5159141332347,2.50668344906035e-07,4.26182670966112e-06
"oases3_k25_Locus_1545_Transcript_11_1",-2.4637522789875,-7.69334457527992,-0.635889557493209,1.14926888863863,33.5104075017229,2.51339949253204e-07,4.27126504122464e-06
"oases6_k49_Locus_58507_Transcript_2_1",4.28448183824738,6.67223687583447,3.39689850004143,4.42497977674709,33.4986484707545,2.52780133738115e-07,4.29374981221765e-06
"oases6_k43_Locus_32668_Transcript_1_1",3.31770171011428,4.97609718664181,1.58518201166903,2.11731050390379,33.4841105117601,2.5457206055748e-07,4.32218573001132e-06
"TRINITY_DN41462_c1_g5_i1",-4.50622668192897,-8.65371044584532,-2.00094195156705,0.273503260682623,33.4650636001779,2.56938958685546e-07,4.36035281437993e-06
"oases2_k49_Locus_35813_Transcript_1_1",1.7586987812595,-2.53112727735738,-0.0551682333600795,4.79742349477361,33.4630703378719,2.57187921270016e-07,4.3625590364178e-06
"oases6_k43_Locus_13257_Transcript_4_1",-4.59197172336655,-1.42439598586988,4.31315574209015,0.757587196430273,33.460209939882,2.57545611718367e-07,4.36660666599523e-06
"oases6_k25_Locus_5883_Transcript_1_1",-2.57098907901571,-3.46272503532939,-1.77666860264866,3.18562347993145,33.4541128478346,2.58309706501075e-07,4.37753783110625e-06
"oases3_CL4395Contig1_1",-3.24196197173332,-6.65228255912278,-2.50165520977702,2.99549666951223,33.4449389027083,2.59463662607672e-07,4.39506277081346e-06
"oases3_k43_Locus_23658_Transcript_1_1",-2.83270123085263,-6.35844518883266,-3.29593513306502,3.1101900160232,33.4373844844825,2.60417767262528e-07,4.40918780185536e-06
"oases3_k25_Locus_52724_Transcript_3_1",5.93879396885673,4.41744329621554,3.54518873164323,5.21808218031172,33.4329236842984,2.6098279936702e-07,4.41671536741428e-06
"oases3_k43_Locus_38122_Transcript_3_1",4.28779130209453,5.27363657924769,2.45460495054373,3.26968353515376,33.4261722832507,2.61840301694526e-07,4.42802047201249e-06
"oases6_k43_Locus_37476_Transcript_2_1",2.70221521054584,0.0450010260611897,-1.64148806143639,2.08651888919709,33.4257635750027,2.61892302342189e-07,4.42802047201249e-06
"oases6_CL44Contig1_3",-1.75943031384499,-5.41058979575017,-2.28531692768716,2.96088867438787,33.4181999160621,2.6285650255287e-07,4.4422748931435e-06
"oases6_k49_Locus_62979_Transcript_2_1",5.69922893897395,-0.628491112251776,1.72053737109474,0.972130925260582,33.4102067983317,2.63879300941379e-07,4.45629045260038e-06
"oases3_k49_Locus_35149_Transcript_3_1",3.51324619690484,-1.10684084582089,1.84366854667981,3.86156596794911,33.4098203295551,2.63928854008345e-07,4.45629045260038e-06
"oases3_k43_Locus_16630_Transcript_3_1",-1.83115876756112,0.249968377123802,0.580274796653303,6.88009822507282,33.4060299019487,2.64415355661393e-07,4.46240086939325e-06
"oases6_k49_Locus_3363_Transcript_4_1",-1.14925203047147,7.73491369315671,1.18799525802967,2.19992351500224,33.4051057055961,2.64534112018676e-07,4.46240086939325e-06
"oases6_k25_Locus_14871_Transcript_1_1",2.42272970287992,-6.72760763777626,0.638480272742511,1.63126551284843,33.3973535126981,2.65532343507383e-07,4.47718052112471e-06
"oases3_k31_Locus_11417_Transcript_1_1",-1.87134657702936,-5.93517927601452,-2.85246186065048,1.83966304301668,33.3929429970283,2.66101952583957e-07,4.48309814559903e-06
"oases6_k25_Locus_36407_Transcript_1_1",4.3992450291713,-4.47785526447694,0.404328314825138,1.26165319997109,33.3927431134978,2.66127796007119e-07,4.48309814559903e-06
"oases3_k25_Locus_3231_Transcript_2_1",-3.49291623337669,-4.79797125979663,2.22677231800116,2.637660523641,33.3897452733398,2.66515694711695e-07,4.48757119933975e-06
"oases6_CL4477Contig1_1",-2.37530013290423,-5.58914706044867,-2.48109426956656,2.56021661199788,33.3741564364619,2.68541893922778e-07,4.51961306830198e-06
"oases2_k25_Locus_49674_Transcript_1_1",1.66225759622286,11.2347289269213,9.02750231462969,1.45059517379327,33.3718214441128,2.68846711939079e-07,4.52266764538617e-06
"oases6_k37_Locus_1796_Transcript_3_1",5.48775260791832,4.84087549344407,3.77425961599077,4.83996339600303,33.3708018302122,2.68979924202423e-07,4.52283391117627e-06
"oases3_CL20Contig9_1",-2.82895062853726,-3.80986172985798,-2.3035951078615,4.24596828649769,33.3627650815276,2.70032232349143e-07,4.53844732215404e-06
"oases2_CL12126Contig1_1",3.33243804284819,4.60136838877859,2.7885822105841,3.00427168000154,33.3614054519555,2.70210664249776e-07,4.53936586808613e-06
"oases6_k25_Locus_33556_Transcript_1_2",-4.6669088639594,-5.76225823127698,-1.08344106179863,0.943965577153699,33.3479975361684,2.71976576950632e-07,4.56694002129603e-06
"oases6_k25_Locus_33788_Transcript_1_1",4.2197770671905,8.37472610534841,3.47706376606128,1.96337428706538,33.3456994085594,2.72280410331599e-07,4.56994942246715e-06
"oases3_k43_Locus_33910_Transcript_5_1",4.14372690794307,-4.2038715484175,1.24980768677795,2.38114796791704,33.3324551435785,2.74038037729376e-07,4.59734536031538e-06
"oases3_k43_Locus_51239_Transcript_1_1",4.98818218548687,-3.24433394389051,-0.782024915008644,3.25708502431259,33.3231275898439,2.75282677057559e-07,4.61611413613711e-06
"oases6_k25_Locus_58695_Transcript_1_1",5.76664580612424,0.337491629622883,0.104143571928375,-0.214232259388035,33.3066822546241,2.77490852358809e-07,4.65101555235585e-06
"oases3_k43_Locus_10229_Transcript_7_1",-2.96815739901916,-7.11742950138356,1.79435651954624,3.47386414005418,33.3053951296862,2.77664423636232e-07,4.65179872453702e-06
"oases6_CL53Contig1_1",-2.29799951044908,-3.82446853657101,-2.38994861925961,5.8322744772799,33.2994589004113,2.78466339271459e-07,4.66310322379097e-06
"oases3_k43_Locus_2554_Transcript_15_2",5.83039933799546,7.05631138426212,2.16593487380892,6.10079256630195,33.2936065859788,2.79259182188069e-07,4.67321540042865e-06
"oases6_k25_Locus_29672_Transcript_3_1",5.65566151707273,5.5153713280434,3.21898065458493,3.32345250256194,33.2931210134377,2.79325066335986e-07,4.67321540042865e-06
"oases6_k31_Locus_57145_Transcript_1_1",5.26873935414623,1.41402918091228,0.725753425557633,-0.58885164985337,33.2913682606932,2.79563014964126e-07,4.67506358767871e-06
"oases3_CL26033Contig1_1",-2.48170155907212,-4.91810085213664,-3.04584044736462,1.77351395326319,33.2891992468251,2.79857754160758e-07,4.67785935202256e-06
"oases2_CL33Contig2_1",-2.74649963123609,-5.20178519387825,-2.97758149987366,4.28759064618312,33.2855951595354,2.8034818625151e-07,4.6839221113447e-06
"oases6_k49_Locus_24532_Transcript_8_1",2.06876955699592,4.35075748893844,2.77081309146174,3.73516925343694,33.2812568739798,2.80939663662999e-07,4.69166679668177e-06
"oases3_k31_Locus_31497_Transcript_2_1",5.72746989985728,4.7361020961443,3.87542627503703,2.99737259308586,33.2736414859076,2.81980952207703e-07,4.70691281762088e-06
"oases2_CL2665Contig1_1",-2.8417877483154,-4.23303589130702,-2.4674051452267,5.81581963853187,33.2719070146641,2.82218652963132e-07,4.70873733399316e-06
"oases6_k49_Locus_64133_Transcript_1_1",6.28643174506709,0.407373256010226,0.885702788705875,-0.337916536859715,33.259380220045,2.83941338171593e-07,4.73532546374117e-06
"oases3_k37_Locus_7813_Transcript_4_1",-2.028563052559,-7.45095462134374,1.16045551150761,4.05111810350053,33.2494790613327,2.85310370205386e-07,4.75599418479188e-06
"oases6_k37_Locus_65572_Transcript_1_1",3.10774681779369,-3.61445944298378,1.44914553465112,1.39184256788632,33.2437098622731,2.86111113030247e-07,4.76717530584201e-06
"oases3_k25_Locus_16723_Transcript_1_1",3.04665034393046,3.29449125491903,-3.56225489849228,1.40647186964667,33.2375134061111,2.86973656536115e-07,4.77937552504493e-06
"oases6_CL183Contig1_1",-2.30021214516641,-4.80311226568551,-2.14601552597735,2.88115373038601,33.2336447325859,2.87513489672868e-07,4.78619255868048e-06
"oases6_k43_Locus_12702_Transcript_4_1",0.333142365168234,-9.23312413403734,0.100470433987241,4.10732149117995,33.227897800589,2.88317286300241e-07,4.79739557190959e-06
"oases3_CL17729Contig1_1",-1.40299282575988,-9.4084626688126,-4.92910211268336,1.03104128456102,33.2191449274472,2.8954582221539e-07,4.81565257963946e-06
"oases6_CL13996Contig1_2",4.15058247723921,6.88894318712123,3.64590643265383,3.2399128532115,33.2165897915584,2.89905440463841e-07,4.81944796832749e-06
"oases3_CL28025Contig1_1",-0.866220876677702,-9.41157535646025,0.436694059104426,2.46366459952907,33.2149521716678,2.90136158914073e-07,4.82109803165193e-06
"oases3_k43_Locus_14865_Transcript_1_1",-2.28175982477145,-8.31710392500455,-2.71142461942625,0.636141183367374,33.2086585591089,2.91024550788757e-07,4.83366999595838e-06
"oases2_k49_Locus_51988_Transcript_1_1",4.93714833674631,-1.65962012379019,-1.19296238604253,-0.454671991642811,33.2072701576376,2.91220899668759e-07,4.83474153623921e-06
"oases6_k37_Locus_40506_Transcript_1_1",4.72972490758521,2.7341019090483,3.80880768392973,-0.149439761279838,33.2061631172523,2.9137755298919e-07,4.83515339401474e-06
"oases3_CL3Contig55_1",-2.05271880886779,-3.89786199283725,-2.12792639017318,6.08741290478104,33.2003078668125,2.92207508689048e-07,4.84673268482744e-06
"oases3_CL585Contig1_3",-3.07174150848679,-4.90540556740033,-2.8750339717647,1.79293480668372,33.1951936340091,2.92934359064546e-07,4.85659211119986e-06
"oases3_k43_Locus_43613_Transcript_1_1",2.70700685389348,-5.52082714636362,1.08139866252246,1.2404394738233,33.1759926438088,2.956794078066e-07,4.89988744803048e-06
"oases3_k25_Locus_3603_Transcript_1_1",-3.80374325021229,-6.70969766377448,-0.509778242742463,1.95470509836688,33.1715389468341,2.96319785930503e-07,4.9082816212418e-06
"oases3_k25_Locus_12200_Transcript_10_1",-5.18268670705672,-4.69419802112665,-2.35836609867269,1.94216561146221,33.1643015814149,2.97363370228903e-07,4.92156392454172e-06
"oases6_k49_Locus_64744_Transcript_1_1",5.00832469791295,2.03360842455295,8.12567697302235,-0.705439934469409,33.1638996090222,2.97421439645455e-07,4.92156392454172e-06
"oases2_CL1451Contig1_1",-8.06741846596768e-05,8.02429212897867,2.40517234775008,-0.513554299896731,33.1631880441672,2.97524260919723e-07,4.92156392454172e-06
"oases6_k31_Locus_5535_Transcript_1_1",2.7317920188321,-6.00863721970019,0.396411460977405,2.9081862063577,33.1521657957363,2.99121517792128e-07,4.94575447339526e-06
"oases6_k25_Locus_13705_Transcript_5_1",4.01041473581814,3.68084519479658,1.78401187475295,2.01358895192077,33.1364822277993,3.01409022784234e-07,4.9802166466446e-06
"oases2_k49_Locus_942_Transcript_1_1",-3.54733943823474,-4.76685555057269,-1.95350977515692,3.65479812507013,33.1360152022783,3.01477407235596e-07,4.9802166466446e-06
"oases3_CL690Contig1_1",2.40487691606167,-2.07733461304301,1.17545888430464,3.43120365650426,33.1098164802136,3.05338476401878e-07,5.04172802570287e-06
"oases6_CL13366Contig1_1",-2.4976474719125,-4.36293749542683,-2.5355511081123,4.85150413008073,33.097514969764,3.07168419201172e-07,5.06966131294536e-06
"oases3_k31_Locus_19338_Transcript_3_1",-2.73019661988279,-4.21843703385545,-3.36858987538718,2.61590440702708,33.0918250990185,3.08018529629328e-07,5.08140509990838e-06
"oases3_k49_Locus_31090_Transcript_1_1",4.45740113054593,6.42626959390981,2.36700302442127,3.30321689103138,33.0876764388104,3.08639851540601e-07,5.08936568145165e-06
"oases3_k49_Locus_8725_Transcript_1_1",3.61110847199601,-4.08560421856712,1.56475002140426,2.79380014601686,33.0807865877563,3.09674471933328e-07,5.10355354164017e-06
"oases2_k49_Locus_4415_Transcript_2_1",-1.71684954198768,-9.98313292552584,-3.50691977276644,1.53535951791222,33.0800945155769,3.09778588708069e-07,5.10355354164017e-06
"oases6_k49_Locus_1212_Transcript_1_1",-5.69408007889394,-6.14100465328415,-1.7438561097873,3.19518840059597,33.0742802267659,3.10654683544126e-07,5.11568891316288e-06
"oases3_k25_Locus_54975_Transcript_1_1",5.93144692646127,5.32098834660135,5.17831040542577,0.893919285040315,33.0651195093305,3.12040038143273e-07,5.13619583430352e-06
"oases3_k43_Locus_36376_Transcript_1_1",4.07067466073021,-2.0582350381789,2.45567027978012,0.910436813289569,33.0604936188312,3.12741942825601e-07,5.14479392610908e-06
"oases3_k25_Locus_53348_Transcript_1_1",4.26148160187789,3.63791482788375,3.46971797970486,-0.420806443822695,33.0598286155395,3.1284297590116e-07,5.14479392610908e-06
"oases3_CL20672Contig1_2",3.99433971471241,-0.0753254032319505,1.54525006862406,4.1139095623438,33.0582493240279,3.13083046175606e-07,5.14643413375078e-06
"oases2_k31_Locus_30200_Transcript_2_1",2.09027105075497,-7.01487100546771,-0.707393655526266,1.65943224365518,33.0513702387294,3.14130892388933e-07,5.1613450791126e-06
"oases6_CL2Contig18_1",-0.964965162716077,-4.49854582871456,-2.0309156451556,4.03216541069491,33.0477829032748,3.14678715932886e-07,5.16681924980555e-06
"oases3_k31_Locus_6647_Transcript_4_1",-1.67356096574937,-6.28541166107601,0.155047250497755,5.72581415543081,33.0473437783391,3.14745840374816e-07,5.16681924980555e-06
"oases3_k25_Locus_7731_Transcript_7_1",4.08367303591216,-3.73567952061581,2.51959771166115,1.27947551353229,33.0420664539644,3.1555364878362e-07,5.17776239903432e-06
"oases6_k31_Locus_56689_Transcript_1_1",8.56555058068695,0.856478874910989,5.24702911679519,2.91660380395465,33.0329100291159,3.16960151088643e-07,5.19851503616897e-06
"oases3_CL50Contig6_1",-1.88087426962672,-5.55459562416993,-2.84259776908899,2.12550264945658,33.0307500854888,3.17292847456362e-07,5.20164532622583e-06
"oases6_CL13655Contig1_1",-3.25517939013672,-7.60006111917653,-0.532065005479204,0.956520721579117,33.0216046435706,3.18705388180079e-07,5.22189843409313e-06
"oases2_k43_Locus_4735_Transcript_2_1",-1.61310547325832,-5.71951770349953,-3.31407283459229,2.4893700559133,33.0209093200256,3.188130394005e-07,5.22189843409313e-06
"oases3_k25_Locus_54147_Transcript_1_1",3.80264296819259,3.71321762662561,3.59153515509562,0.250204945006368,33.0175194911185,3.193383787779e-07,5.22630848280928e-06
"oases2_k25_Locus_141_Transcript_1_1",2.93610017377769,1.43417951781314,0.0467873497609819,5.35802524049812,33.0173329786844,3.19367308646023e-07,5.22630848280928e-06
"oases6_k25_Locus_23599_Transcript_1_1",5.29329878341508,0.232763694131838,-1.05613093687864,1.94525480028769,33.0107433564621,3.20391103144565e-07,5.24072387405024e-06
"oases3_k25_Locus_6960_Transcript_4_1",1.97237226280642,-2.29649765577872,-2.43974810012252,5.28925690549804,32.9963726916598,3.22635174265798e-07,5.2750779072e-06
"oases6_k43_Locus_34215_Transcript_1_1",3.10092385299812,3.84039953458352,3.48071215509232,4.04188156302716,32.9883656800099,3.23892319950477e-07,5.29327230371829e-06
"oases6_k25_Locus_444_Transcript_1_1",-2.29660035481963,-4.77721012916608,-2.29236364807457,2.97242825133034,32.9776299390209,3.25585568337563e-07,5.31857440874986e-06
"oases3_CL21137Contig1_1",3.13017901801779,-0.754533574864057,-1.67380629196577,2.64812184165232,32.9761295716977,3.25822910010169e-07,5.32008173588732e-06
"oases6_k43_Locus_35303_Transcript_1_1",2.7016044653957,5.48805995419131,3.51023359782573,3.62775086916346,32.9686911154522,3.27002145464082e-07,5.33696024949011e-06
"oases6_k31_Locus_56137_Transcript_1_1",3.87648782490713,-3.10095294976788,-3.63998146938756,2.24816576907929,32.9579249020019,3.2871648780413e-07,5.36080939933073e-06
"oases6_k37_Locus_733_Transcript_4_2",0.981368530575611,-3.4383290713101,-0.538494183624211,4.04967519635829,32.9574959888576,3.28784970689157e-07,5.36080939933073e-06
"oases3_k43_Locus_853_Transcript_6_1",-3.5484866050515,-7.19476512559435,-0.23799244292318,1.67654992330344,32.9567635563107,3.28901948258778e-07,5.36080939933073e-06
"oases6_k37_Locus_2382_Transcript_1_1",-3.44565602282868,-9.18099590358764,-2.12148140755894,1.19077138782374,32.9426019532487,3.31171898058467e-07,5.39540960350874e-06
"oases3_k31_Locus_39357_Transcript_7_1",3.40279305899536,-5.04740424463526,-0.324434674563159,2.4151392060767,32.9346675842389,3.32450519150793e-07,5.41289178339367e-06
"oases6_k37_Locus_9167_Transcript_3_1",-1.29699233879213,-4.98894261922816,-1.99971235328355,4.08422190349803,32.9341124860112,3.32540157281541e-07,5.41289178339367e-06
"oases2_CL4771Contig1_1",-1.72082366602454,-9.70093696166922,-5.7083054831485,0.998660731822928,32.932457734481,3.32807512335757e-07,5.41484023952494e-06
"oases6_k37_Locus_10287_Transcript_9_1",5.36053467379488,1.77444755378306,1.00495497981205,3.19229635059775,32.9313659385109,3.32984029212821e-07,5.41530966887883e-06
"oases6_k31_Locus_20885_Transcript_2_1",3.03308723552924,1.75346098473522,0.315328955645194,1.86426322059659,32.9266588400881,3.33746123321382e-07,5.42529768642067e-06
"oases6_CL14310Contig1_1",7.61412690083678,7.87248826585533,5.04726376188124,7.16816252358439,32.9241859301026,3.34147192648539e-07,5.42941072042529e-06
"oases6_k43_Locus_31673_Transcript_3_1",1.67109785600572,-3.17054270571558,0.990295286990048,4.10611088358861,32.9212419301785,3.34625293169259e-07,5.43477120300985e-06
"oases6_CL6436Contig1_2",-2.3569209930792,-4.09469238328472,-1.70119162903133,3.09860048593261,32.9130260994931,3.35963144975706e-07,5.45408429202925e-06
"oases6_k31_Locus_8695_Transcript_1_1",-2.32085762096554,-9.68898138234448,-3.88639412988998,1.39309425562025,32.8902328789499,3.39702774682529e-07,5.51112588102661e-06
"oases3_k49_Locus_49409_Transcript_1_1",8.30370852191621,10.448122177993,8.52937662437663,2.25029736067864,32.8897807483376,3.39777373462797e-07,5.51112588102661e-06
"oases3_k25_Locus_7846_Transcript_1_1",3.82427088953795,6.65940340259376,5.96690662933301,1.80970816529262,32.8861498667132,3.40377039962417e-07,5.5184116651378e-06
"oases3_CL578Contig2_1",3.2336387855021,-0.717674672638473,-1.48703182725541,3.76995189765891,32.8780298108139,3.41721952323614e-07,5.53776807669638e-06
"oases3_k49_Locus_17371_Transcript_1_1",1.79826044007673,1.00155957350873,4.89109657548657,-0.162428132221571,32.8767528104617,3.41933942117373e-07,5.53875594490743e-06
"oases6_k37_Locus_31620_Transcript_1_1",3.35470046654091,3.74238325476863,-0.4297358477371,-0.367492345771258,32.8678317879717,3.43418552373013e-07,5.56034815504437e-06
"oases3_k37_Locus_6_Transcript_29739_5",-3.75051828509592,-2.39935180279516,-1.84594096118193,4.46469838115947,32.855168174871,3.4553705017155e-07,5.59218015928563e-06
"oases3_k25_Locus_12269_Transcript_17_1",3.3510645844654,-3.71725085725082,1.69604634682431,0.961242757669297,32.8514009063741,3.46169791210545e-07,5.59994916323966e-06
"oases3_k49_Locus_1732_Transcript_8_3",-4.0303955259515,-1.57502726607344,0.359471021525389,4.93708451473432,32.8384451388276,3.48354651322597e-07,5.63280869839225e-06
"oases6_k25_Locus_25285_Transcript_1_1",3.01615196684654,3.7004679035964,1.99513226019478,3.63061480850716,32.823524726936,3.50887889258286e-07,5.67126997036982e-06
"oases2_CL100Contig1_1",-2.53637848316667,-3.31271737925922,-2.16035104852373,5.2896268945642,32.821215998866,3.51281512448354e-07,5.67513079560285e-06
"oases6_CL887Contig1_1",-2.04281123488465,-3.02397749118737,-2.01845859025776,4.40887053065915,32.8087310649982,3.53417762264681e-07,5.70712883995272e-06
"oases6_k43_Locus_61671_Transcript_1_1",5.86868403036548,-0.458947148164646,-0.75823809966464,-0.190098361106343,32.8044361237043,3.54155647408627e-07,5.71652731400378e-06
"TRINITY_DN29534_c0_g1_i1",4.20088269564029,3.73260686115552,3.65968328390181,-1.23578613429693,32.8009721556213,3.54751888800829e-07,5.72363221205139e-06
"oases3_k49_Locus_26408_Transcript_1_1",3.94736897353495,-4.9628808134455,0.505960628184073,1.37390194876948,32.7943715374929,3.55890806692727e-07,5.73948265340474e-06
"oases6_k43_Locus_59614_Transcript_1_1",7.97209345848956,4.94618826192735,4.2863583980516,3.15328472266881,32.7841503797403,3.57661644821689e-07,5.76550571452563e-06
"oases6_k37_Locus_11077_Transcript_3_1",6.13980825120413,6.1832269240258,5.09538586022768,4.01724658195304,32.7604777903808,3.61796822544757e-07,5.82960231686461e-06
"oases2_k25_Locus_33441_Transcript_4_1",1.37210318579967,4.39284021536866,3.04328789671799,4.82576438099289,32.7475455174743,3.64075981552503e-07,5.86374987767893e-06
"oases6_k25_Locus_42317_Transcript_1_1",5.13153486358027,2.21062340676492,1.81792225372267,3.48929750598955,32.7435290046973,3.64786756771074e-07,5.8726184069647e-06
"oases6_k43_Locus_2197_Transcript_2_1",0.735990181453095,2.78146579257893,1.72642928872448,6.79657173934339,32.7328079737103,3.66690776014254e-07,5.90068048651634e-06
"oases6_k25_Locus_128_Transcript_5_1",-2.12068593099996,-5.45167260696454,-3.53875183934915,1.10643415017014,32.7265145322857,3.67813087855684e-07,5.91614446093487e-06
"oases3_k31_Locus_10435_Transcript_8_1",-5.33523800310231,-2.90129964993045,-0.805420233623274,5.10697926087867,32.7072214906531,3.71275036223027e-07,5.96921061087552e-06
"oases6_k25_Locus_31754_Transcript_1_1",4.87028286104271,3.27199537763497,1.08938200447909,0.416365932305775,32.705657402456,3.71557117890116e-07,5.97112803873103e-06
"oases6_k49_Locus_18927_Transcript_1_1",4.07150174172618,4.60678360623234,0.965663602802306,3.3116446135335,32.7028447893753,3.72064908076058e-07,5.97666945855158e-06
"oases3_k25_Locus_52795_Transcript_3_1",7.20692635660668,6.81538976030081,6.60710025739518,3.89798188694578,32.6940007330605,3.736661354765e-07,5.99976277860319e-06
